REF. HESPERIA,cleaned
GI.13.01,['baikárekérar']
B.25.06,['ḿltunśor']
B.25.02,['ḿltunśor']
B.25.03,['ḿltunśor']
B.25.05,['ḿltunśor']
A.14.01,['akaŕ']
B.25.04,['ḿltunśor']
B.25.08,['oe']
B.16.03,['talskubilos']
B.25.09,['oe']
B.25.10,"['oe', 'i']"
B.44.39,"['kutukiŕbitatikoukeboseko?ḿ', 'kutakituŕsborbiokou']"
B.44.37,['tite']
B.44.30,['balke']
B.44.18,['baŕ---']
B.44.19,['---ḿi']
B.44.31,['kai']
B.44.26,['sa']
B.32.03,['---+ato---']
AUD.05.38a,"['', 'biteŕto', 'loŕkas:beiku', 'śiśalirbitíŕokánkube', 'r:taŕokekubeŕ---ntobo', 'ke:aŕ*kueibos teŕati', 'neŕśar:karistiaku', 'tiŕantan:naŕtokui-te-ko', 'itiatu:ban:kutur:biteŕokan', 'leisirenḿi', '']"
AUD.07.02,['ΚΑΝΙΚΩΝΕ']
Z.08.03,"['ś', 'bur']"
PYO.01.23,['okei']
PYO.01.33,['luta']
GI.01.01c,['kúkutútutítibabitátatétekókotóto+leś-skáka++a+mnirŕbekíkiu?ḿ+']
GI.01.03,"['neitin:basetiŕa:iuns', 'tir:baŕbinkiteuskeikite', 'śauś', 'karteIII', 'karteIII', 'karteIII', '']"
GI.03.01b,['kúkubabitátakókotéte-tútuŕutítitóto+---']
GI.03.02,['kutubitatikoaŕkiuŕ']
HER.02.352B,['aś']
PYO.07.32,"['', 'ḿ++', 'ḿ++tá+']"
PYO.07.33,"['śbata mu lnelneśuḿ', 'ba++ oba babalŕela+teeebatinea']"
PYO.07.34,"['batállelbi', 'oo++l']"
PYO.03.03,"['ao', 'ba+ibaa+ na', 'tikabaoliŕoti+', 'tikabanba+ba']"
PYO.03.04,"['ti', 'tiuka']"
PYO.03.05,"['baor+si', 'kaael+nieiei', 'eŕḿ']"
PYO.03.06,"['abata+', 'okaon']"
PYO.03.07,['o+alo++++ka']
PYO.03.08,['iletikatarto+']
PYO.03.09,['kugutudutidibabitada++kogo-------lbubeo++ŕkigitodo++mnḿIu']
PYO.03.10,['batubiŕa taka']
PYO.03.11,['kutukiŕbitatiko']
L.13.01,['---kon']
A.02.03,['bele']
GI.16.01,['ilturtiki']
GI.16.02,['kai']
TE.13.01,['ben']
TE.13.02,"['e', '']"
TE.13.03,['bas']
L.18.08,"['okaia', 'ś']"
L.03.07,['sbaśa']
L.03.05,['ḿi']
L.03.09,"['ute', 'o']"
T.15.01,['---+bitiukin:beta++---']
L.08.03,['---tasa+---']
L.05.01,['banbaibar']
GI.10.09,"['---al---', '---+---']"
GI.10.01,"['---+e', '---+tin', '---tili']"
B.08.01,"['kutukiŕbitatikokabastokeaubooel?nḿite', 'śrbe']"
B.25.07,['bal']
B.20.01,['---+la---']
B.47.10,['bal']
B.44.04,['---bil']
B.41.09,['boba']
B.41.18,['---+ui---']
B.41.19,['luni']
V.06.082,"['eŕiarban:selkeśaler:teekiar:tárdeḿbaŕ:', 'aten:niśunin:bekóŕban:oŕer:ukeŕteiser:']"
V.06.083,['eŕi---ikamteiunsr:']
V.06.084,['aitube']
V.06.085,['eŕiar:ban+']
CS.02.01,['o']
Z.11.06,['be+---']
Z.11.08,['sŕ']
Z.11.11,['teitataŕeseŕaśoankeibonatintaneśte']
Z.11.12,['---+narḿi']
Z.11.13,['---u:a---']
Z.11.14,['ti']
TE.11.04,['aiunin']
Z.13.01,['tike']
Z.13.02,['tai---']
TE.02.352,['aba']
TE.02.353,['abo']
TE.02.355,['akoes']
TE.02.356,['al']
TE.02.357,['an']
TE.02.358,['as']
TE.02.359,['ati']
TE.02.360,['ati']
TE.02.361,['babe']
TE.02.362,['baiti']
TE.02.363,['baka']
TE.02.364,['bako']
TE.02.365,['ban']
TE.02.366,['baŕboŕba']
TE.02.367,['baś']
TE.02.368,['baś']
TE.02.370,['beŕ ó beku']
TE.02.371,['beŕ']
TE.02.372b,['uti']
TE.02.373,['bil']
TE.02.374,['bis']
TE.02.375a,['biuŕtetel']
TE.02.375b,['biuŕ']
TE.02.376a,['biuŕtetel']
TE.02.376b,['bi']
TE.02.377,['biuŕ']
TE.02.378a,['biuŕ']
TE.02.378b,['ḿ']
TE.02.380,['eba']
TE.02.381,['ebo']
TE.02.382,['ekia']
TE.02.383,['ir']
TE.02.384,['kal']
TE.02.385a,['ka']
TE.02.385b,['a']
TE.02.385c,['kan']
TE.02.386,['kar']
TE.02.387,['kato']
TE.02.388,['kato']
TE.02.389,['koba ó bako']
TE.02.391,['keŕ']
TE.02.392,['keŕ']
TE.02.393,['lba']
TE.02.394,['la']
TE.02.395,['la']
TE.02.396,['likor']
TE.02.397,['lu']
TE.02.398,['oba']
TE.02.399,['oi']
TE.02.400a,['on']
TE.02.400b,['ba ó ba']
TE.02.401,['ska']
TE.02.402,['śa']
TE.02.403,['taka']
TE.02.404,['tir']
TE.02.405,['tiu']
TE.02.406a,['tike']
TE.02.406b,['aḿe']
TE.02.407,['tol']
TE.02.408,['tuti']
TE.02.409,['ubao']
TE.02.411,['ue']
TE.02.412a,['l']
TE.02.412b,['un']
TE.02.413,['un']
TE.02.414,['ur']
TE.02.415,['us']
TE.02.418,['aa']
TE.02.419,['lŕ ó lku']
TE.02.421,['ḿl']
TE.02.422,['ŕŕ']
TE.02.424,['sss']
TE.02.427,['? ba']
TE.02.428,['ba ?']
TE.02.429a,['e']
TE.02.429b,['l ba ?+']
TE.02.430,"['l', 'e', 'ba', '?']"
TE.02.431,['ta ? ó l ?']
TE.02.432a,['e']
TE.02.432b,['ba']
TE.02.433a,['?']
TE.02.433b,['ko']
TE.02.434a,['ko']
TE.02.434b,['?']
TE.02.435a,['bi']
TE.02.435b,['r ó a ó tu']
TE.02.436a,['ko']
TE.02.436b,['ta']
TE.02.437a,['l']
TE.02.437b,['n']
TE.09.04,['balkei']
TE.09.05,['balkei']
TE.09.06,['turatin']
TE.09.07,['rati']
TE.09.10,['unin']
TE.09.11,['kaku']
TE.09.02,['balke']
TE.09.03,['balkei']
TE.09.08,['tin']
HER.02.359B,['tátu']
HER.02.359C,['tátuŕ']
HER.02.360B,['a ti n ko']
TE.02.467,['baś']
TE.02.468,['so']
GI.10.11,"['tin:iunstír:tau+koteká', 'tieśnitíŕatan:biuŕtikise:', 'beŕisetítiatoká:nikokátoar-bai:', 'túŕkosbebon:uskáŕe:tieká ultítikán:', 'eŕtebaśká:bintuŕkeská : abatutíkerká:uke', '++bo:tíŕatisukil:itíkotesun kortínte:', 'tíekáa:sitíŕakáŕka+:nikokaiatai', 'is:beŕteike:ituŕutan:lebósba-ibon', 'batíŕe+káŕ-iteŕibon', 'tu', 'śalir:i-ba---:banteŕba', 'n:tínebeta', 'n:itíte++ta', 'salaker:itiŕoketebon : iŕ+', 'ká:iunstíriká:sikite:basir', 'kátúlatíen', '']"
V.14.02,"['', '---u---i---', '---++---tilso+++śatiŕa', '---o---siltiko+l+goloŕta ---', '---ti:ikoŕiskeŕ:ko---', 'balkeśiŕa', 'balkeśiŕe:anabedi:iuśtir:beles:gebelesekesai:aśkeŕeŕdir:-ŕeka:', 'gotuadeŕokegon', 'ikoŕbaś:al+ŕei:oŕdi+ŕa+', 'kalaneia:asugin']"
GI.08.08,['---eŕkuto']
GI.08.03,"['bikiśar', 'n']"
GI.08.10,['---+r']
GI.08.06,['táŕśa---']
B.48.01,['---kubal+---']
T.05.01,['ete']
L.02.01,['---+naś']
B.26.01,['tikirsai']
B.09.07,"['‐‐‐ŕ ∙ eki‐‐‐', '‐‐‐iŕa‐‐‐']"
T.02.01,"['------', '---in', '---eŕa', '---+n', '------']"
GI.04.01,['nei---+śba']
T.13.02,['bal']
T.14.01,['kul---']
T.05.02,['---+is---']
T.03.03,['kaŕaniśaŕen']
T.11.14,['oŕti']
T.11.10,['--- aŕe---']
T.11.13,['bai---']
T.11.11,['aba---']
B.44.08,"['kai', '++']"
B.44.20,['---+ka']
B.44.27,"['al', 'l']"
B.44.36,['tako']
B.44.35,['śalai']
B.44.33,['la']
B.44.32,['ker']
B.44.40,['---eśa+---']
B.44.38,['---+baŕ+---']
B.44.29,['bal']
B.44.34,['oba']
B.44.23,['biu']
V.15.02,['bekon']
AB.03.01,['ulboate:l']
V.06.100,"['baoiŕa', 'baŕi']"
AB.03.02,['ulboate:l']
V.12.10,"['ka', 'kos']"
GI.07.01,['-+tíbaikárḿi']
GI.07.02,"['biuŕtékeŕtíkiar', 'káśtáu---:a---+ekiar']"
B.37.01,['baśtan']
B.12.04,['taba']
AB.03.03,['silkabontii']
GI.08.09,['---ŕ']
V.24.01,"['', 'urtal', 'urtal', 'urtal', 'urtal', 'urtal', 'ual', 'eura-ki---ban', 'urtal', 'urtal', 'kaetite', 'urtal', 'kauŕgobeŕole', 'kaugobeŕole', 'utal', 'urtal', 'baneŕbai', 'euraneakurbi', 'kunta']"
L.08.12,['---+ŕs']
L.08.10,['---+kue']
L.08.07,['bie']
L.08.05,"['eku', 'baŕ']"
L.08.06,['bas']
L.08.08,['kul']
L.08.09,['---sbasto---']
L.08.11,['---+ou']
L.08.04,['titiboŕ:+---']
L.21.01,['eku']
V.14.03,"['---', '---iŕ:a IIIIIIIII---', '---takebe:kan---', '---alir:ikaku---', '---bankotur:++---', '---']"
V.14.04,"['---', '---+leuŕate---iŕe---+i--i---', '---+:tieibiŕ:kibatasan---oŕtinbeŕi---', '---tisbasiŕaŕebe:tieibiŕ:śalir:s---', '---sa:tilauti-e:ḿke---anbe-+--n---', '---']"
V.04.61,"['iunti', 'koke :kutuŕ', 'siku+ike', 'kan+ti+:', '-uni-', 'untikote', '+kolki+', 'ténun+']"
PYO.07.46,['okaleIII']
B.44.41,['ta-u']
B.44.42,['bal']
B.44.43,['aŕ']
B.44.44,['-ko']
L.15.04,['---śbaokil']
PYO.07.37,['akietaukemtaŕkate']
PYO.07.40,['ekoŕ']
B.20.16,['atintáŕekíaḿi']
PYO.07.41,"['', 'onoisakebatiubiku', '++++kutun']"
PYO.07.42,['nkiuŕ']
PYO.07.43,['san']
PYO.07.44,['kutur']
PYO.07.45,"['okaler', 'baninibaŕ', '-tinbastaneśe', '--++++tuka+++sar']"
GI.15.66,"['babar:kikibi:isar', 'titibiaŕbibi']"
V.06.102,"['++ o o o n', '+ḿ o +']"
V.06.103,['ka o ka']
V.06.104,['ku o ku']
V.06.105,['te o te']
V.06.106,"['a', ':', 'ku', 'a', ':', 'ka', 'b:', 's:ś+ o s:śti']"
V.06.107,['te']
V.06.108,['ŕ']
Z.10.04,['kekaŕo']
Z.10.03,['baŕati']
Z.10.02,['eikebi---']
AB.02.02,['rkesba?eli?++']
AB.02.04,['ane']
AB.02.05,['+nlnl']
AB.02.06,['sa']
AB.02.07,['iasoial']
GIB.01.01,['iŕbe ogaŕei---eban']
TE.02.000,['N']
V.21.02,"['B', '+ookogo+', 'B', 'tadata+++ke+++']"
A.04.13,['ban']
TE.05.10,['bil']
TE.05.11,['bil']
L.01.05FALSA,"['iltiŕta kese', 'LXSA']"
GI.12.02,['se']
GI.01.04,['urtalike']
GI.00.01,"['', 'baitolo', 'baitolo']"
L.25.01FALSA,['nltiŕbo']
L.23.01FALSA,['śaiti']
L.22.01FALSA,"['ikon-', 'ḿkeiḿi', 'iltubel-', 'eśeban']"
T.11.16SUSPECTA,"['++++', 'lorka']"
